Data;Ora;Temp.Systema[°C];Temp.Sauna[°C];Umid.Sauna[%Rh];Temp.Esterna[°C];Umid.Esterna[%Rh];Pres.Esterna[hpa];Altitudine[m];CO-Sauna[ppm];CO-Sauna[raw];Pos.Valvola[°];Cicli[ms]
16/12/2020;17:59:50;53.33;72.05;-3.47;7.36;58.44;989.55;199.19;192.30;192.30;0;120.20
16/12/2020;18:00:02;53.33;72.25;-3.51;7.36;58.58;989.57;199.08;192.60;192.60;0;125.10
16/12/2020;18:00:14;53.33;72.54;-3.49;7.37;58.30;989.55;199.24;193.20;193.20;0;120.70
16/12/2020;18:00:25;53.33;72.68;-3.52;7.38;58.24;989.54;199.32;192.80;192.80;0;120.00
16/12/2020;18:00:37;53.33;72.95;-3.57;7.39;58.22;989.55;199.23;192.80;192.80;0;121.80
16/12/2020;18:00:49;53.33;73.16;-3.63;7.40;58.28;989.55;199.21;193.70;193.70;0;125.00
16/12/2020;18:01:00;53.33;73.38;-3.63;7.41;58.30;989.55;199.20;193.90;193.90;0;122.10
16/12/2020;18:01:12;53.33;73.68;-3.76;7.41;58.73;989.55;199.20;194.80;194.80;0;121.70
16/12/2020;18:01:24;53.33;73.98;-3.80;7.42;59.35;989.57;199.05;194.40;194.40;0;120.10
16/12/2020;18:01:35;53.33;74.18;-3.85;7.42;59.54;989.56;199.09;193.30;193.30;0;123.80
16/12/2020;18:01:47;53.33;74.22;-3.76;7.43;59.42;989.56;199.11;192.60;192.60;0;123.70
16/12/2020;18:01:59;53.33;74.42;-3.79;7.44;59.52;989.55;199.22;192.70;192.70;0;120.30
16/12/2020;18:02:11;53.33;74.67;-3.86;7.44;59.51;989.55;199.21;191.70;191.70;0;119.90
16/12/2020;18:02:22;53.33;74.94;-3.92;7.44;59.47;989.54;199.28;191.10;191.10;0;123.40
16/12/2020;18:02:34;53.33;75.07;-3.95;7.45;59.67;989.54;199.27;190.80;190.80;0;125.20
16/12/2020;18:02:45;53.33;75.36;-4.03;7.46;59.69;989.57;199.09;190.50;190.50;0;120.40
16/12/2020;18:02:57;53.33;75.61;-4.04;7.45;59.43;989.56;199.14;190.70;190.70;0;121.70
16/12/2020;18:03:09;53.33;75.63;-4.10;7.46;59.68;989.54;199.31;192.90;192.90;0;122.00
16/12/2020;18:03:20;53.33;75.40;-4.04;7.46;59.46;989.55;199.20;191.60;191.60;0;125.20
16/12/2020;18:03:32;53.33;75.23;-3.92;7.47;59.70;989.55;199.24;191.00;191.00;0;120.60
16/12/2020;18:03:44;53.33;74.96;-3.92;7.47;59.46;989.55;199.18;191.70;191.70;0;120.10
16/12/2020;18:03:56;53.33;74.91;-4.03;7.48;59.49;989.56;199.09;191.40;191.40;0;120.00
16/12/2020;18:04:07;53.33;74.96;-4.08;7.48;59.13;989.55;199.19;191.10;191.10;0;125.10
16/12/2020;18:04:19;53.33;75.14;-4.18;7.48;59.05;989.55;199.19;190.20;190.20;0;122.20
16/12/2020;18:04:31;53.33;75.30;-4.32;7.48;59.35;989.55;199.21;193.50;193.50;0;120.00
16/12/2020;18:04:42;53.33;75.43;-4.39;7.48;59.40;989.55;199.23;195.30;195.30;0;120.10
16/12/2020;18:04:54;53.33;75.56;-4.40;7.49;59.17;989.54;199.30;196.50;196.50;0;125.00
16/12/2020;18:05:05;53.33;75.73;-4.44;7.50;58.94;989.55;199.19;197.70;197.70;0;122.10
16/12/2020;18:05:17;53.33;75.82;-4.35;7.51;58.62;989.55;199.21;198.80;198.80;0;120.30
16/12/2020;18:05:29;53.33;75.90;-4.33;7.51;58.48;989.55;199.21;200.30;200.30;0;120.00
16/12/2020;18:05:41;53.33;76.05;-4.45;7.51;58.65;989.54;199.27;201.90;201.90;0;123.70
16/12/2020;18:05:52;53.33;76.23;-4.43;7.52;58.55;989.55;199.22;203.00;203.00;0;123.70
16/12/2020;18:06:04;53.33;76.28;-4.36;7.53;58.30;989.56;199.14;203.30;203.30;0;121.90
16/12/2020;18:06:16;53.33;76.43;-4.45;7.55;58.35;989.56;199.15;202.00;202.00;0;119.90
16/12/2020;18:06:27;53.33;76.67;-4.46;7.55;58.24;989.56;199.10;201.90;201.90;0;121.90
16/12/2020;18:06:39;53.33;76.81;-4.42;7.56;58.45;989.56;199.10;201.10;201.10;0;125.30
16/12/2020;18:06:50;53.33;76.97;-4.42;7.57;58.30;989.55;199.19;202.00;202.00;0;120.40
16/12/2020;18:07:02;53.33;76.97;-4.42;7.57;58.19;989.55;199.22;201.40;201.40;0;120.20
16/12/2020;18:07:14;53.33;76.99;-4.38;7.58;58.96;989.55;199.17;200.90;200.90;0;121.70
16/12/2020;18:07:25;53.33;77.15;-4.40;7.59;59.48;989.57;199.05;200.60;200.60;0;125.10
16/12/2020;18:07:37;53.33;77.17;-4.34;7.59;59.62;989.56;199.17;200.50;200.50;0;120.60
16/12/2020;18:07:49;53.33;77.20;-4.35;7.58;59.33;989.58;198.98;199.90;199.90;0;121.60
16/12/2020;18:08:00;53.33;77.25;-4.32;7.58;58.74;989.57;199.01;199.80;199.80;0;120.00
16/12/2020;18:08:12;53.33;77.30;-4.29;7.58;58.64;989.57;199.04;200.00;200.00;0;125.40
16/12/2020;18:08:24;53.33;77.42;-4.30;7.59;59.24;989.59;198.91;199.10;199.10;0;122.20
16/12/2020;18:08:36;53.33;77.51;-4.31;7.59;59.48;989.58;198.92;200.20;200.20;0;120.00
16/12/2020;18:08:47;53.33;77.60;-4.31;7.60;59.45;989.58;198.99;200.90;200.90;0;120.10
16/12/2020;18:08:59;53.33;77.62;-4.28;7.61;59.45;989.57;199.06;201.10;201.10;0;125.10
16/12/2020;18:09:10;53.33;77.67;-4.30;7.62;59.92;989.57;199.00;201.30;201.30;0;122.10
16/12/2020;18:09:22;53.33;77.77;-4.27;7.62;60.61;989.58;198.93;200.90;200.90;0;120.20
16/12/2020;18:09:34;53.33;77.73;-4.20;7.63;60.40;989.57;199.01;200.90;200.90;0;120.20
16/12/2020;18:09:45;53.33;77.73;-4.23;7.63;60.33;989.59;198.83;201.60;201.60;0;123.40
16/12/2020;18:09:57;53.33;77.81;-4.20;7.63;60.17;989.58;198.93;202.70;202.70;0;123.80
16/12/2020;18:10:09;53.33;77.78;-4.15;7.64;60.02;989.57;199.02;202.50;202.50;0;121.90
16/12/2020;18:10:21;53.33;77.79;-4.08;7.64;59.91;989.55;199.21;202.40;202.40;0;119.90
16/12/2020;18:10:32;53.33;77.75;-4.08;7.64;59.80;989.54;199.27;202.30;202.30;0;121.80
16/12/2020;18:10:44;53.33;77.70;-4.02;7.65;59.80;989.56;199.13;202.40;202.40;0;125.50
16/12/2020;18:10:55;53.33;77.73;-3.99;7.65;59.87;989.56;199.14;202.60;202.60;0;120.40
16/12/2020;18:11:07;53.33;77.76;-4.02;7.65;59.87;989.54;199.30;201.90;201.90;0;120.00
16/12/2020;18:11:19;53.33;77.81;-3.99;7.65;59.92;989.54;199.30;202.20;202.20;0;121.60
16/12/2020;18:11:30;53.33;77.90;-4.04;7.65;60.10;989.58;198.99;202.20;202.20;0;125.20
16/12/2020;18:11:42;53.33;77.97;-4.01;7.64;59.82;989.58;198.99;202.70;202.70;0;120.50
16/12/2020;18:11:54;53.33;77.92;-3.94;7.63;59.99;989.59;198.84;202.90;202.90;0;121.60
16/12/2020;18:12:06;53.33;77.88;-3.95;7.62;60.33;989.58;199.00;202.60;202.60;0;120.30
16/12/2020;18:12:17;53.33;77.83;-3.89;7.62;60.40;989.59;198.87;202.90;202.90;0;125.10
16/12/2020;18:12:28;53.33;77.84;-3.86;7.62;59.94;989.59;198.83;202.70;202.70;0;122.10
16/12/2020;18:12:40;53.33;77.86;-3.84;7.62;59.46;989.58;198.92;202.60;202.60;0;120.00
16/12/2020;18:12:52;53.33;77.86;-3.85;7.62;59.37;989.58;198.97;202.50;202.50;0;120.20
16/12/2020;18:13:03;53.33;77.83;-3.81;7.63;59.81;989.56;199.10;202.60;202.60;0;125.20
16/12/2020;18:13:59;53.33;77.87;-3.83;7.64;59.91;989.55;199.21;203.10;203.10;0;4488.80
16/12/2020;18:14:10;53.33;78.01;-3.80;7.66;60.63;989.55;199.18;202.00;202.00;0;120.40
16/12/2020;18:14:22;53.33;78.10;-3.79;7.66;60.97;989.55;199.24;201.00;201.00;0;119.90
16/12/2020;18:14:34;53.33;78.06;-3.74;7.66;60.62;989.53;199.35;201.80;201.80;0;121.80
16/12/2020;18:14:45;53.33;78.04;-3.78;7.66;60.45;989.55;199.20;202.50;202.50;0;125.40
16/12/2020;18:14:57;53.33;78.05;-3.74;7.66;60.41;989.55;199.22;201.60;201.60;0;122.10
16/12/2020;18:15:09;53.33;78.00;-3.68;7.65;60.18;989.54;199.30;201.50;201.50;0;119.90
16/12/2020;18:15:20;53.33;77.94;-3.60;7.65;59.95;989.55;199.21;202.10;202.10;0;120.60
16/12/2020;18:15:32;53.33;77.02;-4.47;7.66;59.90;989.54;199.28;202.50;202.50;0;125.30
16/12/2020;18:15:44;53.33;75.93;-3.76;7.68;60.50;989.55;199.19;201.80;201.80;0;120.60
16/12/2020;18:15:55;53.33;75.16;-3.35;7.68;60.52;989.55;199.18;198.60;198.60;0;120.40
16/12/2020;18:16:07;53.33;74.60;-3.69;7.68;60.23;989.56;199.11;195.30;195.30;0;120.20
16/12/2020;18:16:18;53.33;73.82;-3.56;7.69;60.30;989.55;199.17;192.60;192.60;0;125.30
16/12/2020;18:16:30;53.33;73.45;-3.69;7.71;60.32;989.55;199.24;191.10;191.10;0;122.30
16/12/2020;18:16:42;53.33;73.33;-3.89;7.72;60.26;989.55;199.19;188.90;188.90;0;121.70
16/12/2020;18:16:54;53.33;73.28;-4.03;7.71;62.33;989.52;199.44;187.00;187.00;0;120.20
16/12/2020;18:17:05;53.33;73.32;-4.24;7.66;64.20;989.55;199.20;185.40;185.40;0;125.10
16/12/2020;18:17:17;53.33;73.36;-4.32;-52.78;79.01;1049.76;-282.80;183.90;183.90;0;123.00
16/12/2020;18:17:29;53.33;72.87;-4.80;-143.32;100.00;1140.35;-1008.21;183.60;183.60;0;117.60
16/12/2020;18:17:41;53.33;70.98;-5.85;-143.32;100.00;1140.35;-1008.21;182.60;182.60;0;117.40
16/12/2020;18:17:53;53.33;68.98;-5.23;-143.32;100.00;1140.35;-1008.21;181.80;181.80;0;119.30
16/12/2020;18:18:05;53.33;67.52;-4.33;-143.32;100.00;1140.35;-1008.21;180.40;180.40;0;122.70
16/12/2020;18:18:17;53.33;65.98;-5.98;-143.32;100.00;1140.35;-1008.21;176.60;176.60;0;118.00
16/12/2020;18:18:29;53.33;63.92;-5.56;-143.32;100.00;1140.35;-1008.21;173.70;173.70;0;117.40
16/12/2020;18:18:41;53.33;63.15;-4.80;-143.32;100.00;1140.35;-1008.21;170.30;170.30;0;117.30
16/12/2020;18:18:53;53.33;63.27;-5.22;-143.32;100.00;1140.35;-1008.21;167.60;167.60;0;121.30
16/12/2020;18:19:05;53.33;63.73;-5.34;-143.32;100.00;1140.35;-1008.21;164.30;164.30;0;121.20
16/12/2020;18:19:17;53.33;64.33;-5.63;-143.32;100.00;1140.35;-1008.21;161.60;161.60;0;117.80
16/12/2020;18:19:29;53.33;64.89;-5.66;-143.32;100.00;1140.35;-1008.21;160.30;160.30;0;117.40
16/12/2020;18:19:41;53.33;65.53;-5.72;-143.32;100.00;1140.35;-1008.21;158.60;158.60;0;117.60
16/12/2020;18:19:53;53.33;66.11;-5.70;-143.32;100.00;1140.35;-1008.21;157.50;157.50;0;122.50
16/12/2020;18:20:05;53.33;66.77;-5.78;-143.32;100.00;1140.35;-1008.21;156.50;156.50;0;119.70
16/12/2020;18:20:17;53.33;67.45;-5.84;-143.32;100.00;1140.35;-1008.21;155.30;155.30;0;117.60
16/12/2020;18:20:29;53.33;68.03;-5.88;-143.32;100.00;1140.35;-1008.21;155.20;155.20;0;117.50
16/12/2020;18:20:42;53.33;68.55;-5.95;-143.32;100.00;1140.35;-1008.21;155.00;155.00;0;119.20
16/12/2020;18:20:54;53.33;68.99;-5.93;-143.32;100.00;1140.35;-1008.21;153.40;153.40;0;122.60
16/12/2020;18:21:06;53.33;69.49;-5.98;-143.32;100.00;1140.35;-1008.21;153.10;153.10;0;118.00
16/12/2020;18:21:18;53.33;70.04;-6.00;-143.32;100.00;1140.35;-1008.21;153.70;153.70;0;117.30
16/12/2020;18:21:30;53.33;70.50;-6.00;-143.32;100.00;1140.35;-1008.21;154.40;154.40;0;117.50
16/12/2020;18:21:42;53.33;70.93;-6.00;-143.32;100.00;1140.35;-1008.21;154.50;154.50;0;121.00
16/12/2020;18:21:54;53.33;71.31;-6.00;-143.32;100.00;1140.35;-1008.21;154.10;154.10;0;121.20
16/12/2020;18:22:06;53.33;71.66;-6.00;-143.32;100.00;1140.35;-1008.21;153.00;153.00;0;117.80
16/12/2020;18:22:18;53.33;72.01;-6.00;-143.32;100.00;1140.35;-1008.21;153.60;153.60;0;117.20
